"","locationID","Longitude","Latitude"
"GYB","GYB","-96.98","30.1692"
"JXI","JXI","-94.9489","32.6989"
"07F","07F","-94.9717","32.5289"
"XA04","XA04","-97.8997","32.2375"
"41TA","41TA","-97.8781","32.2378"
"TS61","TS61","-97.6422","32.2117"
"09TE","09TE","-97.8669","32.2669"
"TX93","TX93","-97.8336","32.1669"
"8TS7","8TS7","-97.7261","32.245"
"TE02","TE02","-97.5603","32.4706"
"59TX","59TX","-97.4903","32.4872"
"TX95","TX95","-97.5322","32.4142"
"TX98","TX98","-97.5008","32.475"
"XA90","XA90","-95.5278","32.7572"
"8TX3","8TX3","-98.6156","31.3431"
"T20","T20","-97.4614","29.5281"
"TX99","TX99","-102.9867","34.0067"
"73XS","73XS","-98.3711","32.4458"
"83TS","83TS","-98.4197","32.4267"
"3T0","3T0","-96.81","33.8394"
"0TE6","0TE6","-98.6656","32.2042"
"F35","F35","-98.4364","32.9231"
"15F","15F","-99.7178","33.1914"
"1TX9","1TX9","-95.1614","32.6378"
"16TE","16TE","-95.2078","32.6975"
"1TE5","1TE5","-96.6011","30.8164"
"LHB","LHB","-96.6222","30.8722"
"TS69","TS69","-98.6619","27.485"
"03TE","03TE","-98.6694","27.4911"
"HBV","HBV","-98.7369","27.3496"
"TA44","TA44","-98.6017","27.0756"
"2TS5","2TS5","-100.6103","34.8936"
"4TA4","4TA4","-96.0597","29.9392"
"RFI","RFI","-94.8517","32.1417"
"63XS","63XS","-98.2886","30.2242"
"8TS2","8TS2","-98.2169","33.7833"
"TE10","TE10","-98.2281","33.8153"
"HRX","HRX","-102.3264","34.8578"
"14F","14F","-100.1378","32.85"
"1TX7","1TX7","-100.1836","32.8056"
"2TS2","2TS2","-97.7336","26.1684"
"HRL","HRL","-97.6544","26.2285"
"XA41","XA41","-99.2475","30.355"
"1TX8","1TX8","-102.0839","34.3694"
"10TE","10TE","-97.5003","29.6669"
"32TA","32TA","-97.4336","29.6919"
"IWS","IWS","-95.6725","29.8183"
"O07","O07","-95.7947","29.6947"
"HOU","HOU","-95.2789","29.6456"
"1TE8","1TE8","-96.5583","33.5489"
"1TS2","1TS2","-96.7783","31.8244"
"4TA6","4TA6","-99.3836","30.0225"
"49TE","49TE","-99.5128","30.0578"
"8TA8","8TA8","-94.5325","31.1692"
"UTS","UTS","-95.5872","30.7469"
"2TX6","2TX6","-101.6686","33.6817"
"5TS9","5TS9","-96.5275","28.5303"
"6TS8","6TS8","-96.5811","30.0033"
"TFP","TFP","-97.2114","27.9131"
"3TE0","3TE0","-96.1311","30.7317"
"2F0","2F0","-101.8919","30.9058"
"20TE","20TE","-97.0892","32.1961"
"TA59","TA59","-98.2894","33.0992"
"TE55","TE55","-98.1906","33.4217"
"21F","21F","-98.1467","33.2286"
"TS02","TS02","-98.2306","33.1194"
"1TE3","1TE3","-95.2072","31.9175"
"JSO","JSO","-95.2175","31.8694"
"40TE","40TE","-97.655","30.7892"
"JAS","JAS","-94.035","30.8856"
"22F","22F","-100.5686","33.2292"
"TS62","TS62","-100.5183","33.2"
"24F","24F","-94.3047","32.7442"
"6F7","6F7","-94.3544","32.8264"
"8TX0","8TX0","-96.1303","31.4297"
"40TA","40TA","-96.2206","31.3131"
"48T","48T","-98.4336","30.2169"
"XA02","XA02","-98.4264","30.2803"
"2XS1","2XS1","-98.3025","30.2197"
"50TE","50TE","-98.4753","30.2306"
"0TE7","0TE7","-98.6225","30.2519"
"TE45","TE45","-97.4653","32.47"
"8TS5","8TS5","-97.3683","32.4681"
"25TE","25TE","-97.4003","32.4503"
"JCT","JCT","-99.7633","30.5114"
"52TE","52TE","-99.5169","30.5169"
"5XS2","5XS2","-102.2006","35.0333"
"14TE","14TE","-99.4836","30.9169"
"TA78","TA78","-98.0614","31.9725"
"2TX2","2TX2","-98.01","32.0267"
"1X1","1X1","-100.0258","36.1058"
"9XS1","9XS1","-96.9528","31.8356"
"INJ","INJ","-97.0972","32.0836"
"0TE4","0TE4","-96.2153","31.0811"
"37TE","37TE","-95.01","29.3603"
"TX49","TX49","-95.86","30.1183"
"06TX","06TX","-95.8128","30.0575"
"TA90","TA90","-95.8181","29.9747"
"4TA5","4TA5","-98.6461","33.8525"
"TE57","TE57","-99.1228","29.4447"
"HDO","HDO","-99.1767","29.3597"
"DZB","DZB","-98.3589","30.5269"
"T51","T51","-95.6672","30.0428"
"DWH","DWH","-95.5528","30.0619"
"EFD","EFD","-95.1589","29.6072"
"39R","39R","-95.4239","29.5378"
"IAH","IAH","-95.3414","29.9844"
"2H5","2H5","-95.9","29.505"
"21XS","21XS","-95.2753","29.5197"
"TME","TME","-95.8978","29.805"
"AXH","AXH","-95.4769","29.5061"
"CXO","CXO","-95.4144","30.3525"
"LVJ","LVJ","-95.2422","29.5214"
"SGR","SGR","-95.6567","29.6222"
"EYQ","EYQ","-95.6397","29.9353"
"3TX8","3TX8","-97.3461","33.125"
"3TX7","3TX7","-97.3711","33.1408"
"3TX2","3TX2","-97.3489","33.0806"
"2TX7","2TX7","-97.3961","33.0944"
"16X","16X","-97.3589","33.0806"
"XA00","XA00","-97.2803","33.1472"
"3TX3","3TX3","-97.3197","33.1194"
"3TX4","3TX4","-97.3803","33.0944"
"2TE6","2TE6","-98.0503","28.8878"
"56TE","56TE","-95.8497","29.7294"
"59TE","59TE","-95.7531","29.8058"
"9X9","9X9","-95.8267","29.9128"
"TA46","TA46","-96.4011","32.5625"
"XA42","XA42","-96.3869","32.3756"
"0TA4","0TA4","-96.2706","32.4978"
"28XS","28XS","-96.3253","32.6458"
"K00","K00","-96.2369","32.5136"
"8TS6","8TS6","-96.3225","32.5331"
"TX67","TX67","-97.3025","32.3606"
"18TA","18TA","-99.7436","30.1364"
"TS21","TS21","-101.1147","33.0847"
"3T6","3T6","-97.2967","33.1333"
"05TS","05TS","-97.3586","33.1292"
"0TS1","0TS1","-97.2725","33.0986"
"T12","T12","-93.915","30.6467"
"F75","F75","-99.8128","33.4381"
"4TX7","4TX7","-99.8656","33.4194"
"45R","45R","-94.2575","30.3364"
"29F","29F","-101.7672","34.3958"
"6TX4","6TX4","-101.5444","34.3433"
"4TX8","4TX8","-97.2239","33.2486"
"TE58","TE58","-97.3417","33.3064"
"2TX8","2TX8","-97.3797","33.3081"
"TA47","TA47","-97.245","33.3014"
"XA72","XA72","-97.2894","33.2769"
"3T5","3T5","-96.95","29.9081"
"9TE6","9TE6","-96.8003","29.9169"
"88TE","88TE","-96.7992","29.9017"
"T41","T41","-95.0642","29.6692"
"72TE","72TE","-99.9906","28.8794"
"TE83","TE83","-99.7561","28.9208"
"TE12","TE12","-98.1836","29.3003"
"47TE","47TE","-96.4975","28.8517"
"79TE","79TE","-97.9308","28.1156"
"RYW","RYW","-97.9694","30.4986"
"1TX4","1TX4","-97.9706","30.4286"
"TX82","TX82","-97.3808","31.8636"
"89TE","89TE","-103.6872","29.2781"
"5TX0","5TX0","-97.0514","33.1733"
"30F","30F","-97.0142","33.1319"
"XA77","XA77","-101.7794","32.7486"
"2F5","2F5","-101.9203","32.7564"
"9TE3","9TE3","-101.9311","32.5778"
"5TX1","5TX1","-98.2594","31.8614"
"69TE","69TE","-98.2364","30.9264"
"TE48","TE48","-98.0428","31.045"
"LZZ","LZZ","-98.1958","31.1061"
"LNC","LNC","-96.7192","32.5792"
"48TE","48TE","-101.5731","30.0211"
"LRD","LRD","-99.4617","27.5438"
"TE32","TE32","-99.4814","27.3086"
"0TE5","0TE5","-99.1858","27.4338"
"8TS3","8TS3","-95.4733","31.3903"
"6TA3","6TA3","-96.7239","32.7214"
"7TE4","7TE4","-99.8453","29.5969"
"XA31","XA31","-99.7878","29.8169"
"7TX4","7TX4","-97.2753","32.9667"
"4TX2","4TX2","-97.2336","32.9667"
"6TS1","6TS1","-98.0731","31.1781"
"4XA2","4XA2","-97.7633","28.7892"
"2R9","2R9","-97.8656","28.825"
"63TE","63TE","-95.2058","31.3536"
"4TX4","4TX4","-97.1919","32.6278"
"32TX","32TX","-96.3592","30.0581"
"XS44","XS44","-104.2125","31.0153"
"4TX5","4TX5","-96.2597","32.23"
"5TE4","5TE4","-102.3922","36.5083"
"TA73","TA73","-99.1683","29.9747"
"64TE","64TE","-99.3372","30.1592"
"XA43","XA43","-99.2069","29.9081"
"ERV","ERV","-99.0856","29.9767"
"60TE","60TE","-99.1506","30.1414"
"4TX6","4TX6","-94.8183","32.4128"
"67TE","67TE","-97.7967","30.9497"
"ILE","ILE","-97.6864","31.0858"
"69TS","69TS","-97.7558","30.9989"
"85TE","85TE","-97.8117","29.6342"
"54TX","54TX","-98.5253","30.6775"
"TS18","TS18","-98.4786","30.6544"
"44TE","44TE","-98.4169","30.6836"
"NQI","NQI","-97.8083","27.5045"
"IKG","IKG","-98.0308","27.5509"
"8XS3","8XS3","-97.8294","30.5669"
"0TS4","0TS4","-96.795","30.0919"
"82TE","82TE","-98.7075","29.6917"
"TE06","TE06","-96.3169","33.3792"
"5TX2","5TX2","-96.2169","33.4222"
"6TA2","6TA2","-96.3622","33.3722"
"LLN","LLN","-102.3725","33.5525"
"5TX4","5TX4","-97.0669","33.0333"
"5TX6","5TX6","-97.0725","33.0167"
"TA21","TA21","-97.1192","33.0181"
"TA75","TA75","-97.1083","30.3917"
"TE75","TE75","-96.9667","30.4125"
"T78","T78","-94.6986","30.0778"
"91TE","91TE","-97.8619","30.7247"
"XS12","XS12","-98.0175","30.6761"
"9TX4","9TX4","-97.9111","30.6597"
"5TX8","5TX8","-94.3794","33.0319"
"7T0","7T0","-97.2192","33.5933"
"76TX","76TX","-96.9758","33.1472"
"LIU","LIU","-102.3867","33.9239"
"15XS","15XS","-95.3342","29.3328"
"00R","00R","-95.0181","30.6858"
"57TE","57TE","-99.7833","29.9389"
"49R","49R","-99.7608","29.7456"
"77T","77T","-97.8189","30.6022"
"25TX","25TX","-94.6444","31.3128"
"T91","T91","-97.6594","29.7283"
"1TX0","1TX0","-98.8611","29.2533"
"47TS","47TS","-95.9178","31.0481"
"51R","51R","-95.9519","30.9128"
"2TS4","2TS4","-95.9703","32.1397"
"XS55","XS55","-96.9389","31.9294"
"6TX7","6TX7","-97.1308","32.5375"
"6TX8","6TX8","-97.2064","32.5558"
"TA83","TA83","-97.1922","32.5397"
"3T2","3T2","-95.3272","29.48"
"92TE","92TE","-102.9339","29.9669"
"5TE5","5TE5","-103.2367","30.2739"
"48XS","48XS","-103.295","29.9267"
"93TE","93TE","-102.9086","29.8097"
"TA64","TA64","-103.15","29.7008"
"09TS","09TS","-103.165","29.4825"
"6TX9","6TX9","-102.7917","29.855"
"XS03","XS03","-98.2811","30.4814"
"86TA","86TA","-98.2975","30.6128"
"0TA7","0TA7","-103.8931","30.1483"
"TS15","TS15","-104.2617","29.8931"
"MRF","MRF","-104.0175","30.3711"
"5TE1","5TE1","-103.9506","29.6503"
"XS05","XS05","-98.1711","29.5989"
"1TE4","1TE4","-98.1578","29.4956"
"XS07","XS07","-96.06","28.9503"
"T15","T15","-96.8519","31.3406"
"TA23","TA23","-96.2164","31.2614"
"ASL","ASL","-94.3078","32.5206"
"T92","T92","-99.1844","30.7322"
"XS08","XS08","-99.1994","30.8769"
"XS10","XS10","-96.8003","28.1169"
"34TE","34TE","-97.0086","32.2322"
"TA26","TA26","-97.0567","32.2964"
"19XS","19XS","-97.0869","32.2972"
"18XS","18XS","-101.0339","33.8"
"MFE","MFE","-98.2386","26.1758"
"E48","E48","-102.2256","31.1253"
"19TA","19TA","-96.4169","32.8222"
"XS57","XS57","-97.4047","31.4653"
"TE84","TE84","-97.4753","31.4653"
"T31","T31","-96.7419","33.2083"
"TKI","TKI","-96.5906","33.1781"
"XS00","XS00","-98.7483","30.6372"
"AQO","AQO","-98.6619","30.7836"
"44TS","44TS","-98.8336","30.5778"
"50R","50R","-97.6725","29.8503"
"2XA5","2XA5","-97.6911","29.8036"
"5XS7","5XS7","-101.4636","34.2297"
"TS39","TS39","-101.4122","34.3119"
"XA44","XA44","-98.4239","31.2661"
"7TE3","7TE3","-98.4669","31.2336"
"9XS7","9XS7","-95.9586","32.9469"
"XA45","XA45","-95.9308","33.0211"
"4TE0","4TE0","-94.7336","32.9333"
"3TS0","3TS0","-94.7003","32.5086"
"GGG","GGG","-94.7114","32.3839"
"2XA7","2XA7","-94.7656","32.615"
"92TA","92TA","-97.4281","26.1212"
"T26","T26","-96.3989","29.1083"
"95TS","95TS","-98.4897","33.2308"
"47XS","47XS","-101.7853","33.4725"
"LBB","LBB","-101.8228","33.6636"
"8XS8","8XS8","-102.0367","33.5903"
"F82","F82","-101.8128","33.4856"
"LFK","LFK","-94.75","31.2339"
"TS63","TS63","-96.5642","33.2458"
"2.00E+07","2.00E+07","-100.5439","35.2469"
"87XS","87XS","-99.2628","29.7878"
"XS11","XS11","-99.3592","29.7767"
"XS13","XS13","-99.1967","29.8167"
"F21","F21","-100.5297","34.7397"
"XA92","XA92","-100.1028","30.87"
"TE15","TE15","-99.6325","30.8911"
"T50","T50","-99.8169","30.9336"
"XS15","XS15","-99.9003","30.7711"
"5XS6","5XS6","-97.8753","26.1754"
"31XS","31XS","-96.2703","33.1836"
"03XS","03XS","-100.7542","31.3181"
"6XS4","6XS4","-101.0003","31.1669"
"HQZ","HQZ","-96.5306","32.7469"
"LXY","LXY","-96.5147","31.6397"
"11TS","11TS","-96.4114","31.6581"
"3.00E+00","3.00E+00","-100.6033","35.7139"
"5TE8","5TE8","-100.7517","35.7611"
"7TX5","7TX5","-102.16","32.2169"
"MDD","MDD","-102.1011","32.0364"
"MAF","MAF","-102.2019","31.9425"
"7TX7","7TX7","-102.0172","32.0833"
"7T7","7T7","-102.0739","31.8583"
"6TX3","6TX3","-96.7836","33.2333"
"XA47","XA47","-97.4847","31.3097"
"43TA","43TA","-97.6264","32.0253"
"F85","F85","-102.7339","33.7292"
"XS70","XS70","-95.0181","33.1344"
"OSA","OSA","-94.9617","33.0969"
"6X0","6X0","-95.2947","32.0975"
"F53","F53","-95.2372","33.2153"
"87TA","87TA","-99.2697","30.1892"
"XS20","XS20","-99.2978","30.1542"
"4TS5","4TS5","-99.4983","30.2219"
"84XS","84XS","-99.3989","30.255"
"XS23","XS23","-99.4711","30.1267"
"XS22","XS22","-99.6736","30.2042"
"XA78","XA78","-97.0711","33.4622"
"XS24","XS24","-97.0992","29.8297"
"1TE0","1TE0","-102.7172","34.2694"
"2T1","2T1","-102.6411","34.185"
"7TE5","7TE5","-98.6636","31.6792"
"TA24","TA24","-98.7114","31.4753"
"TA89","TA89","-98.8003","31.5239"
"37F","37F","-99.5861","33.4847"
"XA48","XA48","-97.315","33.6417"
"OCH","OCH","-94.71","31.5778"
"TS87","TS87","-96.0794","30.4181"
"60R","60R","-96.1133","30.3719"
"XS25","XS25","-95.6831","29.3847"
"87TE","87TE","-95.8656","29.4519"
"TE67","TE67","-98.1317","29.4292"
"TE86","TE86","-98.1128","29.4444"
"5TS8","5TS8","-98.2725","29.8086"
"TX09","TX09","-98.0128","29.6756"
"77TS","77TS","-98.085","29.7994"
"48TS","48TS","-98.1989","29.6678"
"9TA1","9TA1","-98.1378","29.6586"
"BAZ","BAZ","-98.0422","29.7044"
"T17","T17","-95.8886","29.2761"
"TX01","TX01","-101.9103","33.3083"
"02TX","02TX","-101.9228","33.3703"
"XS09","XS09","-95.4364","30.5375"
"61R","61R","-93.7419","30.8844"
"0TS9","0TS9","-97.7372","30.0156"
"36XS","36XS","-97.7297","33.8778"
"88XS","88XS","-94.3878","30.0192"
"XS27","XS27","-94.3961","30.0378"
"XS28","XS28","-94.4628","30.0267"
"TE16","TE16","-97.2972","32.2506"
"2TS6","2TS6","-96.9267","32.5125"
"JWY","JWY","-96.9128","32.4561"
"XS17","XS17","-96.9019","30.7092"
"TE50","TE50","-96.9661","32.1733"
"XS18","XS18","-96.2247","30.3847"
"TE34","TE34","-97.9728","32.7625"
"XA46","XA46","-95.4544","32.6936"
"3F9","3F9","-95.5108","32.6767"
"TX62","TX62","-95.4392","32.6333"
"JDD","JDD","-95.4964","32.7422"
"12TS","12TS","-97.9772","32.9083"
"0TS7","0TS7","-98.1253","32.8333"
"MWL","MWL","-98.0603","32.7817"
"TX34","TX34","-97.9844","32.8481"
"7TE7","7TE7","-98.3336","26.3837"
"6TS4","6TS4","-97.3906","31.1864"
"E01","E01","-102.9089","31.5825"
"TX42","TX42","-96.0394","29.9375"
"4TX0","4TX0","-94.8344","29.8636"
"33TA","33TA","-95.6122","30.3331"
"TE85","TE85","-95.6614","30.3422"
"XS29","XS29","-94.4225","29.9908"
"6TS6","6TS6","-96.2017","31.0417"
"1TS0","1TS0","-94.6708","29.6706"
"89TS","89TS","-95.7667","31.5669"
"71TA","71TA","-102.2339","31.8333"
"ODO","ODO","-102.3872","31.9214"
"00XS","00XS","-101.9339","33.0333"
"13TS","13TS","-98.9264","27.4553"
"7TX9","7TX9","-94.4378","33.3586"
"08XS","08XS","-95.7775","29.1081"
"ONY","ONY","-98.8192","33.3508"
"TS42","TS42","-102.1278","34.1964"
"ORG","ORG","-93.8039","30.0683"
"NOG","NOG","-98.0517","27.9011"
"XS33","XS33","-93.8647","30.0625"
"TA97","TA97","-95.9689","29.6375"
"30TS","30TS","-94.7189","32.8283"
"TS71","TS71","-96.9439","32.5278"
"XA49","XA49","-101.5458","30.025"
"OZA","OZA","-101.2031","30.7353"
"4TA8","4TA8","-101.0169","30.6169"
"3F6","3F6","-100.2819","34.0275"
"1XA5","1XA5","-97.1428","30.135"
"9TE7","9TE7","-97.0828","30.2453"
"3XS1","3XS1","-96.3069","28.7672"
"PSX","PSX","-96.2508","28.7275"
"XS35","XS35","-96.2192","28.7392"
"PSN","PSN","-95.7064","31.7797"
"T13","T13","-96.6856","32.4775"
"8TX6","8TX6","-96.7169","32.4278"
"TX54","TX54","-98.4081","26.2125"
"TA65","TA65","-98.4786","32.8211"
"BPC","BPC","-101.03","35.8892"
"PPA","PPA","-100.9961","35.6131"
"XS36","XS36","-101.6917","30.2536"
"T45","T45","-101.365","35.3617"
"3TE5","3TE5","-101.3853","35.3306"
"XS92","XS92","-97.7125","33.1458"
"4XS2","4XS2","-97.7317","33.1706"
"XS30","XS30","-95.4819","33.605"
"PRX","PRX","-95.4508","33.6367"
"39TA","39TA","-95.6558","33.6525"
"XS88","XS88","-95.7047","33.8575"
"0TA8","0TA8","-95.4072","33.8486"
"65XS","65XS","-97.2817","32.2233"
"XS47","XS47","-98.5711","29.0003"
"TS85","TS85","-96.7039","33.8106"
"9TX7","9TX7","-96.6697","33.8417"
"TE68","TE68","-96.66","33.7442"
"XS91","XS91","-95.5994","32.0864"
"XS50","XS50","-98.31","27.3836"
"XS51","XS51","-98.1447","27.4045"
"8TX8","8TX8","-98.1794","27.3609"
"3TE3","3TE3","-103.9367","29.4697"
"T77","T77","-104.3617","29.6342"
"34TA","34TA","-96.4872","33.1669"
"TS05","TS05","-97.9503","26.0837"
"47TA","47TA","-96.8853","33.2558"
"83TA","83TA","-96.6003","31.9003"
"F01","F01","-99.7592","34.2772"
"50XS","50XS","-100.5844","29.0433"
"T14","T14","-96.0958","32.9522"
"30TE","30TE","-101.3964","33.8111"
"TA25","TA25","-98.5947","32.4317"
"F23","F23","-98.6828","32.4525"
"49F","49F","-101.9531","31.2275"
"XS56","XS56","-97.7919","26.4487"
"92XS","92XS","-97.6872","26.4789"
"XS58","XS58","-94.7058","30.0442"
"14TS","14TS","-98.6044","27.4217"
"XS59","XS59","-97.2114","28.2808"
"RFG","RFG","-97.3231","28.2936"
"7TA7","7TA7","-94.9614","31.84"
"TX47","TX47","-96.2239","33.7078"
"7TS0","7TS0","-97.4269","33.095"
"TX74","TX74","-97.2753","32.2614"
"TS44","TS44","-96.0233","29.84"
"1TS1","1TS1","-95.9942","29.9128"
"XS71","XS71","-98.045","28.7481"
"XS39","XS39","-95.2642","29.5364"
"T79","T79","-95.3281","29.5558"
"XS42","XS42","-99.0803","28.9294"
"XS40","XS40","-99.0003","28.8003"
"T30","T30","-99.1089","28.8222"
"PEQ","PEQ","-103.5108","31.3825"
"TE99","TE99","-97.2536","32.0214"
"PYX","PYX","-100.7517","36.4128"
"4TX3","4TX3","-95.8336","33.6611"
"TS54","TS54","-95.4344","33.0147"
"2TA3","2TA3","-104.5981","31.7181"
"T24","T24","-93.9819","31.2336"
"TA66","TA66","-98.86","29.7142"
"XS43","XS43","-98.9564","29.6617"
"XA23","XA23","-94.97","33.0178"
"F98","F98","-102.83","33.2172"
"PVW","PVW","-101.7172","34.1681"
"9TX3","9TX3","-101.6353","34.1689"
"7TA3","7TA3","-101.8375","34.1808"
"6TS0","6TS0","-101.7406","34.0892"
"PEZ","PEZ","-98.52","28.9542"
"TE74","TE74","-95.8669","32.9536"
"45TE","45TE","-97.3253","33.1917"
"TE70","TE70","-97.3169","33.1986"
"7TS4","7TS4","-97.2544","33.1831"
"3XA7","3XA7","-99.0061","30.8908"
"27XA","27XA","-97.89","32.9794"
"RAS","RAS","-97.0889","27.8119"
"PIL","PIL","-97.3458","26.1662"
"PKV","PKV","-96.6828","28.6533"
"9TE4","9TE4","-96.6297","28.5697"
"T05","T05","-97.4378","26.5628"
"72TA","72TA","-96.2919","28.4586"
"XS46","XS46","-96.4444","28.4297"
"9X1","9X1","-95.3219","30.1533"
"9R5","9R5","-97.3544","27.8878"
"TE87","TE87","-97.3203","27.9158"
"9TX6","9TX6","-101.0239","33.175"
"9XS3","9XS3","-101.465","33.1033"
"5F1","5F1","-101.3406","33.2036"
"TE62","TE62","-97.6822","27.8542"
"RBO","RBO","-97.6906","27.7786"
"XS66","XS66","-97.7436","27.8039"
"4XA4","4XA4","-97.1433","30.735"
"TA02","TA02","-97.4642","33.1028"
"T76","T76","-97.4961","33.1492"
"XS61","XS61","-99.0033","31.115"
"94XS","94XS","-95.8294","29.6544"
"93XS","93XS","-95.3828","29.0811"
"XA15","XA15","-96.9797","31.4269"
"67R","67R","-98.8461","26.4243"
"XS64","XS64","-97.565","26.249"
"XS63","XS63","-97.5608","26.2287"
"TE47","TE47","-97.3178","32.2092"
"52F","52F","-97.2322","33.0497"
"0TE3","0TE3","-100.8422","33.9292"
"54F","54F","-100.5403","31.8819"
"TE17","TE17","-97.1469","31.4392"
"XA51","XA51","-97.1258","31.4183"
"1T7","1T7","-98.4261","29.8117"
"SKF","SKF","-98.5811","29.3842"
"SAT","SAT","-98.4697","29.5336"
"8T8","8T8","-98.7983","29.5106"
"22TA","22TA","-98.6597","29.3414"
"SSF","SSF","-98.4711","29.3369"
"75XS","75XS","-98.4761","29.2494"
"T94","T94","-98.4683","29.5703"
"XS89","XS89","-98.4558","29.6211"
"86TS","86TS","-94.0336","31.4836"
"78R","78R","-94.1706","31.5397"
"53XS","53XS","-97.5917","26.1484"
"7TS2","7TS2","-97.8892","29.8314"
"HYI","HYI","-97.8631","29.8928"
"7TS3","7TS3","-97.9853","29.96"
"68TX","68TX","-97.7869","27.9808"
"81R","81R","-98.7169","31.2353"
"37TX","37TX","-98.8656","31.3217"
"XS94","XS94","-99.4225","27.1114"
"TS75","TS75","-102.1589","30.5031"
"XA03","XA03","-97.2719","33.4283"
"T87","T87","-97.27","33.3422"
"71XS","71XS","-97.2058","33.3464"
"TS74","TS74","-97.2944","33.3625"
"TX33","TX33","-97.3086","33.3417"
"TE24","TE24","-97.2053","33.3931"
"T58","T58","-97.2303","33.3317"
"58F","58F","-97.1461","33.3653"
"TX96","TX96","-97.2569","33.3992"
"6XS8","6XS8","-97.1031","33.34"
"XS93","XS93","-98.5586","26.717"
"38XS","38XS","-98.4792","26.8152"
"RCK","RCK","-96.9897","30.6317"
"RKP","RKP","-97.0447","28.0867"
"XS67","XS67","-96.985","27.9444"
"ECU","ECU","-100.1739","29.9469"
"3TA0","3TA0","-100.4044","30.0969"
"8TX2","8TX2","-100.2017","29.9786"
"XS69","XS69","-100.0003","29.9114"
"T48","T48","-96.2192","32.8681"
"F46","F46","-96.4356","32.9306"
"XS72","XS72","-94.8336","30.4836"
"58TE","58TE","-102.0769","33.4064"
"XS73","XS73","-97.2883","29.8736"
"T54","T54","-95.7753","29.5244"
"TS90","TS90","-95.4319","29.4025"
"TE88","TE88","-95.4594","29.3569"
"TA33","TA33","-95.6353","29.3581"
"91TS","91TS","-95.3406","29.3675"
"XA16","XA16","-97.4656","33.4942"
"56F","56F","-100.4153","32.8256"
"71TE","71TE","-98.3761","30.3781"
"XS75","XS75","-98.4892","30.4544"
"72XS","72XS","-96.6847","30.0336"
"68TS","68TS","-96.2878","32.875"
"T33","T33","-96.3083","32.8569"
"3TE4","3TE4","-104.6647","30.0089"
"83TE","83TE","-99.4939","29.4969"
"XS76","XS76","-93.8706","29.7242"
"XS31","XS31","-96.8319","33.7017"
"73TA","73TA","-97.5397","30.9208"
"76TE","76TE","-105.0839","31.5"
"65TX","65TX","-105.4314","31.775"
"TS65","TS65","-100.6128","31.3586"
"5TE6","5TE6","-100.4608","31.2692"
"94TA","94TA","-100.4586","31.3058"
"SJT","SJT","-100.4964","31.3578"
"XS79","XS79","-98.4583","29.2586"
"5C1","5C1","-98.6947","29.7239"
"1T8","1T8","-98.4511","29.7392"
"9TX5","9TX5","-98.5372","29.7447"
"24XA","24XA","-98.3703","29.3208"
"74R","74R","-98.5003","29.2836"
"93TS","93TS","-96.1147","29.7483"
"2TA4","2TA4","-96.2928","29.7478"
"0TX6","0TX6","-97.9969","29.5053"
"E70","E70","-97.9906","29.6025"
"TE51","TE51","-97.835","29.5392"
"SEQ","SEQ","-97.9083","29.5658"
"5TA5","5TA5","-95.1153","29.3361"
"5TA7","5TA7","-95.1592","29.4208"
"TA50","TA50","-106.6411","31.9092"
"86TE","86TE","-98.1472","32.6497"
"XS95","XS95","-96.9706","29.6769"
"TE89","TE89","-94.2361","32.5378"
"9TE0","9TE0","-96.3836","32.3992"
"8TA1","8TA1","-96.7619","28.4781"
"5TA9","5TA9","-96.5269","32.6097"
"F97","F97","-102.5408","32.9544"
"05TA","05TA","-96.265","29.8092"
"3TA2","3TA2","-96.0642","29.7367"
"1XA7","1XA7","-96.0592","29.7333"
"T70","T70","-100.4722","29.1186"
"1XS0","1XS0","-98.4808","29.9225"
"6XS7","6XS7","-97.6747","33.0453"
"7XS1","7XS1","-97.6769","32.9933"
"61TE","61TE","-97.6197","32.9867"
"TA16","TA16","-100.8544","33.4428"
"F56","F56","-99.7361","32.9092"
"63F","63F","-101.8225","32.1736"
"49XS","49XS","-98.3211","31.4483"
"14TA","14TA","-98.4031","29.8986"
"SEP","SEP","-98.1778","32.2153"
"15TX","15TX","-98.3253","32.3042"
"17TX","17TX","-98.255","32.4486"
"16TX","16TX","-98.1072","32.2639"
"64F","64F","-100.9694","31.6439"
"58XS","58XS","-101.0558","31.8306"
"2TS8","2TS8","-97.8717","29.2206"
"TS76","TS76","-98.5947","30.2503"
"3.00E+07","3.00E+07","-102.1042","36.2194"
"H70","H70","-102.0492","36.3456"
"5XS9","5XS9","-96.265","31.9219"
"XA05","XA05","-102.6242","34.1011"
"9XS6","9XS6","-102.5222","34.0531"
"SLR","SLR","-95.6211","33.1597"
"X43","X43","-101.8289","36.0292"
"2KL","2KL","-98.4086","30.5989"
"SWW","SWW","-100.4667","32.4675"
"86XS","86XS","-100.3669","32.4"
"TA00","TA00","-100.2786","32.3842"
"2F4","2F4","-101.82","33.1769"
"41XS","41XS","-97.4189","30.5392"
"T74","T74","-97.4433","30.5728"
"68F","68F","-96.31","31.6614"
"5TA1","5TA1","-97.4072","31.1936"
"GNC","GNC","-102.6528","32.6753"
"5TA0","5TA0","-102.9439","32.7319"
"39TE","39TE","-102.7383","32.7181"
"TS20","TS20","-99.1936","33.5322"
"60F","60F","-99.2606","33.6486"
